DYAD,PERSON,SAMPLE,MARRIAGE,DAY,EATAMNTD,EXAMNTD,EATHLTHD,EATALONE,EATPARTN,EATOTHER,INFL,ACT,PDONE,ARGUE,CLOSE,PPOS,PNEG,OPOS,ONEG,ACTION,ENLISTP,SUP,COMCOPE,REAP,EMPATH,AVOID,PROTECT,sexf
91,591,3,1,2,-1,0,0,0,1,0,1,1,0,2,2,8,1,6,1,5,5,5,7,8,5,5,5,0
91,591,3,1,3,0,0,0,0,1,0,1,0,0,2,2,8,1,7,1,5,6,5,5,6,5,5,5,0
91,591,3,1,4,0,0,0,0,1,0,1,1,0,1,3,9,1,5,1,5,5,7,5,6,5,5,5,0
91,591,3,1,5,0,0,0,0,1,0,1,1,-2,4,3,1,8,1,5,5,5,5,5,5,7,5,5,0
91,591,3,1,6,0,0,0,0,1,0,1,0,0,0,3,5,2,7,1,5,5,5,8,9,5,5,5,0
91,591,3,1,7,-1,-1,0,1,0,0,1,0,0,2,3,5,3,5,1,5,7,5,8,9,5,6,5,0
92,92,3,1,1,0,0,0,0,1,0,1,1,1,2,2,8,5,8,5,10,10,10,10,10,10,4,10,1
92,92,3,1,2,0,0,0,0,1,0,1,1,1,3,2,9,5,6,5,6,4,3,6,6,6,8,8,1
92,92,3,1,3,0,-1,0,0,1,0,1,1,1,3,2,9,7,4,8,5,7,7,7,6,7,6,4,1
92,92,3,1,4,-1,0,-1,1,0,0,1,1,1,3,2,9,6,8,7,8,7,6,7,3,7,7,7,1
92,92,3,1,5,1,0,1,0,1,0,1,1,0,2,2,9,7,8,8,9,8,8,7,8,8,8,8,1
92,92,3,1,6,0,0,0,0,0,1,1,1,1,2,2,9,9,10,10,9,8,8,8,8,9,8,8,1
92,92,3,1,7,-1,-1,-1,0,1,0,1,1,0,2,3,7,1,7,1,5,5,5,6,5,5,5,5,1
92,592,3,1,1,0,0,0,0,1,0,1,1,1,3,2,10,5,8,10,8,10,10,10,10,0,5,10,0
92,592,3,1,2,0,0,0,0,1,0,1,1,1,3,1,5,5,0,0,10,10,5,10,10,10,5,10,0
92,592,3,1,3,0,0,0,0,1,0,1,1,1,3,2,10,5,8,10,8,10,10,10,10,0,5,9,0
92,592,3,1,4,-1,0,-1,1,0,0,1,1,1,3,3,10,5,8,6,9,10,10,10,9,9,10,10,0
92,592,3,1,5,1,1,1,0,1,0,1,1,0,2,2,10,9,8,7,9,10,10,9,10,9,9,9,0
92,592,3,1,6,0,0,0,0,0,1,1,1,0,2,2,9,9,10,10,9,10,9,10,10,10,9,9,0
92,592,3,1,7,-1,-1,-1,,0,0,1,1,0,2,2,9,9,9,9,10,10,10,10,10,9,7,7,0
93,93,3,1,1,0,0,0,0,1,0,0,0,1,0,3,10,0,0,0,6,0,0,10,8,0,7,10,1
93,93,3,1,2,0,0,0,0,1,0,0,1,0,0,3,10,0,0,0,6,0,0,10,8,0,7,10,1
93,93,3,1,3,0,0,0,0,1,0,0,0,0,0,3,10,0,0,6,0,0,10,8,0,8,8,10,1
93,93,3,1,4,0,0,0,0,1,0,0,0,0,0,3,10,0,0,6,0,0,10,8,0,8,8,10,1
93,93,3,1,5,0,0,1,0,1,0,0,0,0,0,3,10,0,0,6,0,0,10,8,0,8,8,10,1
93,93,3,1,6,0,0,0,0,1,0,0,0,0,0,3,10,0,0,6,0,0,10,8,0,8,8,10,1
93,93,3,1,7,0,0,0,0,1,0,0,0,0,0,3,10,0,0,6,0,0,10,8,0,8,8,10,1
93,593,3,1,1,0,0,0,0,1,0,0,0,0,0,3,10,2,0,0,8,8,4,9,0,0,8,10,0
93,593,3,1,2,0,0,0,0,1,0,0,0,0,0,3,10,2,0,0,8,8,4,9,0,0,8,10,0
93,593,3,1,3,0,0,0,0,1,0,0,0,0,0,3,10,2,0,0,8,8,4,9,0,0,8,10,0
93,593,3,1,4,0,0,0,0,1,0,0,0,0,0,3,10,2,0,0,8,8,4,9,0,0,8,10,0
93,593,3,1,5,-1,0,0,0,1,0,0,0,0,0,3,10,2,0,0,8,8,4,9,0,0,8,10,0
93,593,3,1,6,0,0,0,0,1,0,0,0,0,0,3,10,2,0,0,8,8,4,9,0,0,8,10,0
93,593,3,1,7,0,0,0,0,1,0,0,0,0,0,3,10,2,0,0,8,8,4,9,0,0,8,10,0
94,94,3,1,1,0,1,0,0,0,1,1,1,0,1,3,9,5,5,7,5,1,5,5,5,0,5,7,1
94,94,3,1,2,1,1,0,0,1,0,0,1,0,1,2,5,2,4,9,5,5,5,5,5,5,5,5,1
94,94,3,1,3,-1,1,-1,0,1,0,0,0,0,0,2,7,2,7,9,9,3,9,2,7,3,7,1,1
94,94,3,1,4,-1,1,0,1,0,0,0,1,0,3,0,3,9,3,9,5,5,9,2,2,0,6,7,1
94,94,3,1,5,0,0,1,1,0,0,0,1,1,1,2,3,3,9,9,6,6,6,3,8,4,6,7,1
94,94,3,1,6,1,1,1,0,1,0,0,1,0,0,3,8,8,8,8,8,8,8,8,8,8,8,8,1
94,94,3,1,7,-1,-1,-1,0,0,1,0,1,0,0,2,7,7,2,2,7,7,3,3,7,3,3,3,1
94,594,3,1,1,-1,-1,0,0,1,0,0,1,0,0,3,8,4,5,5,8,9,7,6,8,7,5,8,0
94,594,3,1,2,1,0,0,0,1,0,0,0,0,0,3,8,3,7,0,5,5,8,8,8,5,5,7,0
94,594,3,1,3,0,-1,0,0,1,0,0,0,0,0,3,10,0,7,8,7,8,0,8,8,8,0,0,0
94,594,3,1,4,0,0,0,0,1,0,0,0,0,0,2,8,0,5,8,5,5,9,8,8,8,2,5,0
94,594,3,1,5,0,0,0,0,1,0,0,0,0,0,2,8,5,5,8,8,8,8,7,7,0,0,8,0
94,594,3,1,6,0,0,0,0,1,0,0,1,0,0,2,8,2,5,3,0,0,5,5,5,5,5,5,0
94,594,3,1,7,0,0,0,0,1,0,0,0,0,0,2,8,2,5,3,0,0,5,5,5,5,5,5,0
95,95,3,1,1,-1,0,0,0,1,0,1,1,1,3,2,10,9,8,8,8,9,9,8,10,9,10,10,1
95,95,3,1,2,0,0,-1,0,1,0,1,1,1,2,3,10,10,10,10,8,8,10,9,10,9,10,9,1
95,95,3,1,3,1,1,0,0,1,0,1,1,1,4,2,10,10,8,8,9,8,9,10,10,9,10,10,1
95,95,3,1,4,-1,-1,0,0,1,0,1,1,0,3,1,6,7,8,8,8,9,9,10,9,10,10,9,1
95,95,3,1,5,0,0,0,1,0,0,1,1,1,3,2,10,10,8,9,8,9,10,10,10,9,9,9,1
95,95,3,1,6,-1,-1,0,1,0,0,1,1,2,3,3,10,10,10,9,10,9,10,9,10,10,9,9,1
95,95,3,1,7,0,0,0,0,1,0,1,1,2,4,3,10,10,10,10,9,8,7,8,8,9,9,10,1
95,595,3,1,1,0,0,0,0,0,1,1,1,1,2,2,8,9,8,10,10,8,9,8,10,9,8,9,0
95,595,3,1,2,-1,-1,-1,0,1,0,1,1,0,0,2,8,10,10,10,9,9,9,10,10,9,10,9,0
95,595,3,1,3,-1,-1,0,0,0,1,1,1,1,0,2,8,8,9,10,10,10,9,10,10,10,9,10,0
95,595,3,1,4,-1,-1,-1,0,1,0,1,1,1,1,0,8,8,9,9,8,8,10,8,9,8,8,9,0
95,595,3,1,5,-1,-1,1,0,0,1,1,1,2,3,2,9,8,9,8,8,10,9,9,10,10,10,10,0
95,595,3,1,6,0,0,0,0,1,0,1,1,0,2,2,8,9,8,9,8,8,8,8,8,9,10,10,0
95,595,3,1,7,-1,0,-1,1,0,0,1,1,0,2,3,10,10,10,10,10,9,10,9,10,10,9,8,0
96,96,3,1,1,-1,-1,-1,1,0,0,1,1,2,2,0,5,5,5,5,5,5,5,6,5,5,5,5,1
96,96,3,1,2,-1,-1,-1,0,1,0,1,1,0,1,1,3,5,4,2,7,1,3,1,2,1,2,1,1
96,96,3,1,3,-1,-1,-1,0,1,0,0,1,-1,1,1,6,5,4,6,5,7,6,6,5,6,5,4,1
96,96,3,1,4,-1,0,0,0,1,0,1,1,1,3,1,5,4,5,6,6,6,6,6,6,6,6,4,1
96,96,3,1,5,-1,-1,-1,0,1,0,1,1,2,3,1,4,4,4,4,5,6,5,7,6,4,4,4,1
96,96,3,1,6,-1,-1,-1,1,0,0,1,1,2,3,1,4,4,3,5,4,5,5,6,6,5,5,5,1
96,96,3,1,7,-1,-1,-1,0,1,0,1,1,2,3,1,4,4,6,4,5,5,5,4,6,5,5,5,1
96,596,3,1,1,-1,-1,-1,1,0,0,1,1,2,2,1,4,5,4,5,4,5,6,6,4,6,5,6,0
96,596,3,1,2,-1,-1,-1,1,0,0,0,0,2,3,0,3,2,4,2,7,1,3,1,2,1,2,1,0
96,596,3,1,3,-1,-1,-1,1,0,0,0,1,-1,1,1,5,4,6,4,5,5,6,4,5,6,5,4,0
96,596,3,1,4,-1,-1,-1,1,0,0,1,1,1,3,0,4,5,6,5,4,7,6,5,5,7,6,4,0
96,596,3,1,5,-1,-1,-1,0,1,0,1,1,2,3,1,4,4,4,4,6,5,7,6,3,5,6,5,0
96,596,3,1,6,-1,-1,-1,1,0,0,1,1,2,3,1,6,5,4,6,7,2,5,3,6,5,5,5,0
96,596,3,1,7,-1,-1,-1,0,1,0,1,1,2,3,1,5,5,6,4,5,5,6,4,6,5,5,5,0
97,97,3,1,1,0,0,0,0,1,0,1,1,0,0,3,8,5,6,2,8,7,7,8,10,7,3,9,1
97,97,3,1,2,0,1,0,0,0,1,0,1,0,0,3,8,3,8,3,8,7,8,9,8,7,8,9,1
97,97,3,1,3,0,0,0,0,1,0,0,1,0,0,3,8,2,9,3,10,9,0,9,6,7,7,9,1
97,97,3,1,4,0,0,1,1,0,0,0,1,0,0,3,8,2,8,3,6,6,3,8,7,8,7,8,1
97,97,3,1,5,0,0,1,1,0,0,0,1,0,0,3,7,3,8,3,6,8,2,9,8,5,5,9,1
97,97,3,1,6,0,0,1,1,0,0,1,1,0,0,3,9,3,8,2,6,8,2,9,8,5,8,9,1
97,97,3,1,7,0,0,0,1,0,0,0,1,0,0,3,9,2,8,3,8,8,3,8,9,5,8,8,1
97,597,3,1,1,0,0,0,0,1,0,1,1,0,0,3,7,3,6,2,8,7,8,9,10,6,2,10,0
97,597,3,1,2,1,1,1,0,0,1,0,1,0,0,3,8,3,7,2,7,8,7,9,9,7,9,9,0
97,597,3,1,3,0,0,0,0,1,0,0,1,0,0,3,8,2,9,3,10,9,0,10,9,6,7,9,0
97,597,3,1,4,0,0,0,1,0,0,0,1,0,0,3,8,2,8,3,6,7,3,8,8,7,9,9,0
97,597,3,1,5,0,0,1,1,0,0,0,1,0,0,3,7,2,8,3,6,8,2,9,8,5,5,9,0
97,597,3,1,6,0,0,0,1,0,0,0,1,0,0,3,9,3,8,2,6,8,2,9,8,5,8,9,0
97,597,3,1,7,0,0,0,1,0,0,0,1,0,0,3,9,2,8,3,8,8,2,9,8,5,7,9,0
98,98,3,1,1,-1,0,0,0,1,0,1,1,-1,1,3,10,3,10,1,10,10,2,10,10,10,0,10,1
98,98,3,1,2,1,1,0,0,1,0,1,1,2,2,3,10,1,9,4,10,10,1,10,10,10,3,10,1
98,98,3,1,3,1,0,1,0,0,1,1,1,1,2,3,9,3,10,5,10,10,0,10,10,10,1,10,1
98,98,3,1,4,1,0,0,0,0,1,1,1,2,0,3,10,1,0,0,9,10,1,10,10,10,1,10,1
98,98,3,1,5,0,0,0,1,0,0,1,1,2,0,3,8,1,1,2,10,9,9,8,10,10,2,9,1
98,98,3,1,6,0,0,0,0,1,0,1,1,1,0,3,10,1,5,2,10,10,2,10,10,10,2,10,1
98,98,3,1,7,0,0,0,0,1,0,1,1,2,0,3,10,5,5,0,10,10,10,10,10,9,1,10,1
98,598,3,1,1,-1,0,0,0,1,0,1,1,-1,1,3,10,2,9,2,5,10,0,10,5,10,0,10,0
98,598,3,1,2,1,1,0,0,1,0,1,1,2,2,3,10,0,6,6,10,10,0,6,6,9,0,10,0
98,598,3,1,3,1,0,0,0,0,1,1,1,1,2,3,10,0,5,0,10,5,0,5,5,10,0,10,0
98,598,3,1,4,1,0,0,0,0,1,1,1,2,0,3,10,0,0,0,5,10,0,10,10,10,0,10,0
98,598,3,1,5,0,0,0,0,1,0,1,1,2,0,3,10,0,0,0,10,10,0,10,10,10,0,10,0
98,598,3,1,6,0,0,0,0,1,0,1,1,2,0,3,10,0,5,0,10,10,0,10,10,10,0,10,0
98,598,3,1,7,0,0,0,0,1,0,1,1,2,0,3,10,5,5,0,10,10,0,10,10,10,0,10,0
99,99,3,1,1,0,0,0,0,1,0,1,1,2,0,3,10,3,6,0,9,10,0,10,9,6,10,10,1
99,99,3,1,2,0,0,0,0,1,0,1,1,2,0,3,10,3,6,0,9,10,0,10,9,6,10,10,1
99,99,3,1,3,0,0,0,0,1,0,1,1,2,0,3,10,3,6,0,9,10,0,10,9,6,10,10,1
99,99,3,1,4,0,0,0,0,1,0,1,1,2,0,3,10,3,6,0,9,10,0,10,9,6,10,10,1
99,99,3,1,5,0,0,0,0,1,0,1,1,2,0,3,10,3,6,0,9,10,0,10,9,6,10,10,1
99,99,3,1,6,0,0,0,0,1,0,1,1,2,0,3,10,3,6,0,9,10,0,10,9,6,10,10,1
99,99,3,1,7,0,0,0,0,1,0,1,1,2,0,3,10,3,6,9,9,10,0,10,9,6,10,10,1
99,599,3,1,1,0,0,1,0,1,0,0,1,2,1,3,10,3,6,0,9,10,0,10,9,6,10,10,0
99,599,3,1,2,0,0,0,0,1,0,0,1,1,3,3,10,2,7,5,8,10,0,10,6,8,10,10,0
99,599,3,1,3,0,0,0,0,1,0,1,1,2,2,3,10,2,7,5,8,10,0,10,6,8,10,10,0
99,599,3,1,4,0,0,0,0,1,0,1,1,2,0,3,10,2,7,5,8,10,0,10,6,8,10,10,0
99,599,3,1,5,0,0,0,0,1,0,1,1,2,0,3,10,2,7,5,8,10,0,10,6,8,10,10,0
99,599,3,1,6,0,0,0,0,1,0,1,1,2,0,3,10,2,7,5,8,10,0,10,6,8,10,10,0
99,599,3,1,7,0,0,0,0,1,0,1,1,2,0,3,10,2,7,5,8,10,0,10,6,8,10,10,0
100,100,3,1,1,-1,0,0,0,1,0,1,1,0,1,0,8,3,0,0,0,3,2,3,8,2,2,8,1
100,100,3,1,2,-1,0,0,0,1,0,1,1,0,0,3,8,2,0,1,1,1,3,3,7,2,2,7,1
100,100,3,1,3,0,0,0,0,1,0,0,1,0,0,3,8,1,1,1,0,1,1,2,9,5,1,6,1
100,100,3,1,4,0,0,0,0,1,0,0,1,0,0,3,5,1,2,1,2,1,5,1,7,2,2,7,1
100,100,3,1,5,0,0,0,0,1,0,0,1,0,0,3,5,1,2,1,0,3,5,1,5,2,5,8,1
100,100,3,1,6,0,0,0,0,1,0,0,1,0,0,3,5,0,1,0,1,2,5,2,6,2,5,8,1
100,100,3,1,7,0,0,0,0,1,0,0,1,0,0,3,5,1,2,0,2,3,4,2,2,2,5,8,1
100,600,3,1,1,0,0,0,0,1,0,0,1,1,0,1,5,1,0,2,2,1,1,5,8,5,9,4,0
100,600,3,1,2,0,0,0,0,1,0,0,1,1,0,1,5,1,0,2,2,1,1,5,8,2,9,9,0
100,600,3,1,3,0,0,0,0,1,0,0,1,0,0,3,7,2,2,2,0,0,4,1,8,3,0,8,0
100,600,3,1,4,0,0,0,0,1,0,0,1,0,0,3,7,3,1,1,0,0,5,2,8,5,5,6,0
100,600,3,1,5,0,0,0,0,1,0,0,1,0,0,3,6,2,1,1,2,1,5,1,6,3,2,2,0
100,600,3,1,6,0,0,0,0,1,0,0,1,0,0,3,2,1,1,1,1,1,3,1,5,2,7,8,0
100,600,3,1,7,0,0,0,0,1,0,0,1,0,0,3,7,1,1,1,1,2,2,3,7,3,2,6,0
101,101,3,1,1,-1,0,0,1,0,0,0,1,2,0,2,10,1,6,1,9,9,9,9,9,9,8,9,1
101,101,3,1,2,-1,0,0,0,1,0,0,1,2,0,2,10,1,3,9,9,8,8,10,8,10,8,10,1
101,101,3,1,3,0,0,0,0,1,0,0,1,1,0,2,10,0,10,0,10,9,10,8,10,9,10,9,1
101,101,3,1,4,-1,0,0,1,0,0,0,1,1,0,2,9,0,9,0,9,8,9,9,9,8,7,9,1
101,101,3,1,5,0,0,-1,1,0,0,0,1,2,0,2,9,2,10,1,9,10,8,9,8,8,9,8,1
101,101,3,1,6,-1,0,0,1,0,0,0,1,1,0,2,9,0,8,0,9,10,9,9,9,10,9,7,1
101,101,3,1,7,-1,0,0,0,1,0,0,1,2,0,2,10,1,7,1,9,9,9,8,9,8,9,9,1
101,601,3,1,1,-1,0,-1,0,1,0,0,1,2,0,2,10,1,6,1,9,9,9,9,9,9,8,9,0
101,601,3,1,2,-1,0,0,0,1,0,0,1,1,0,3,9,2,10,1,10,8,9,8,9,8,9,8,0
101,601,3,1,3,-1,0,0,1,0,0,0,1,1,0,2,9,1,9,1,9,8,9,10,8,10,9,10,0
101,601,3,1,4,-1,0,0,1,0,0,0,1,1,0,2,8,2,9,2,10,9,9,9,9,9,9,8,0
101,601,3,1,5,0,0,-1,1,0,0,0,1,1,0,3,9,0,9,1,10,8,9,7,9,7,9,9,0
101,601,3,1,6,-1,-1,0,1,0,0,0,1,1,0,2,10,1,8,2,10,8,9,9,9,8,9,9,0
101,601,3,1,7,-1,0,0,0,1,0,0,1,2,0,2,9,1,9,0,9,9,8,9,8,9,8,9,0
102,102,3,1,1,-1,0,0,0,0,1,1,1,2,0,3,9,3,7,5,7,7,6,7,10,10,7,10,1
102,102,3,1,2,-1,0,0,0,0,1,1,1,2,0,3,10,1,10,10,6,6,6,6,6,8,9,9,1
102,102,3,1,3,0,0,0,0,1,0,1,1,2,0,3,10,1,10,5,6,6,6,6,6,6,10,10,1
102,102,3,1,4,0,0,0,0,0,0,1,1,2,0,3,10,5,9,5,6,6,6,6,10,9,9,9,1
102,102,3,1,5,0,0,0,0,0,0,1,1,2,0,3,5,10,10,,6,6,6,6,10,10,10,10,1
102,102,3,1,6,-1,-1,0,0,0,1,1,1,2,0,3,7,5,10,6,6,6,6,6,6,10,10,10,1
102,102,3,1,7,-1,0,-1,0,0,1,1,1,2,0,3,9,4,9,6,9,9,8,9,7,9,10,10,1
102,602,3,1,1,-1,0,0,0,0,1,1,1,2,0,3,10,1,10,10,7,7,7,6,10,10,10,10,0
102,602,3,1,2,-1,0,0,0,0,1,1,1,2,0,3,10,2,10,10,7,7,7,10,6,10,10,10,0
102,602,3,1,3,-1,0,0,0,0,1,1,1,2,0,3,10,1,10,10,6,6,6,10,6,10,10,10,0
102,602,3,1,4,-1,0,0,0,0,1,1,1,2,0,3,10,1,10,10,6,6,6,10,6,10,10,10,0
102,602,3,1,5,-1,0,0,0,0,1,1,1,2,0,3,10,10,10,6,6,6,6,10,10,10,10,10,0
102,602,3,1,6,-1,0,0,0,0,1,1,1,2,0,3,1,10,10,6,6,6,6,6,10,10,10,10,0
102,602,3,1,7,-1,0,0,0,0,1,1,1,2,0,3,1,10,10,6,6,6,6,6,6,10,10,10,0
103,103,3,1,1,0,0,0,1,0,0,0,1,1,0,3,9,4,7,4,7,7,3,7,7,7,5,7,1
103,103,3,1,2,-1,0,0,0,1,0,0,1,1,0,3,8,4,8,4,7,7,3,7,7,7,4,7,1
103,103,3,1,3,0,0,0,0,1,0,0,1,1,0,3,7,4,7,3,8,8,5,7,8,9,4,7,1
103,103,3,1,4,0,0,0,0,1,0,0,1,2,0,3,9,5,8,4,8,8,5,8,8,8,5,7,1
103,103,3,1,5,0,-1,0,0,1,0,0,1,1,0,3,7,4,7,4,7,7,5,7,7,7,4,7,1
103,103,3,1,6,0,-1,0,1,0,0,0,1,1,0,3,8,5,8,5,8,8,5,8,8,8,5,8,1
103,103,3,1,7,0,0,-1,0,1,0,0,1,1,0,3,8,4,8,3,8,7,4,7,7,7,4,7,1
103,603,3,1,1,0,0,-1,1,0,0,0,1,1,0,3,9,4,8,4,7,7,4,7,7,7,4,7,0
103,603,3,1,2,-1,0,0,0,1,0,0,1,1,0,3,8,4,8,5,8,6,4,8,7,8,4,8,0
103,603,3,1,3,0,0,0,0,1,0,0,1,1,0,3,9,5,9,6,8,8,5,7,7,7,3,8,0
103,603,3,1,4,0,0,0,0,1,0,0,1,2,0,3,9,3,8,4,8,8,5,8,9,7,5,7,0
103,603,3,1,5,0,-1,-1,0,1,0,0,1,1,0,2,8,5,9,4,8,7,5,7,7,7,4,7,0
103,603,3,1,6,0,-1,-1,1,0,0,0,1,1,0,3,9,4,8,5,7,7,3,7,7,7,3,7,0
103,603,3,1,7,0,0,-1,0,1,0,0,1,1,0,2,8,5,8,5,8,8,3,8,8,7,4,8,0
104,104,3,1,1,0,0,0,0,1,0,0,1,2,0,3,8,2,8,3,9,8,9,7,8,8,4,7,1
104,104,3,1,2,0,0,-1,0,1,0,0,1,1,0,3,8,4,8,4,7,8,4,7,7,7,3,8,1
104,104,3,1,3,-1,-1,0,0,1,0,0,1,1,0,3,9,5,9,5,8,8,3,8,8,8,3,8,1
104,104,3,1,4,0,-1,0,0,1,0,0,1,1,0,3,9,8,6,5,7,7,6,7,7,7,4,10,1
104,104,3,1,5,0,0,0,0,1,0,0,1,1,0,3,8,5,8,5,7,7,2,6,7,7,4,9,1
104,104,3,1,6,-1,-1,0,0,1,0,0,1,1,0,3,9,8,6,4,7,7,4,7,7,7,4,7,1
104,104,3,1,7,0,0,0,0,1,0,0,1,1,0,3,8,4,7,5,7,7,3,7,7,6,3,7,1
104,604,3,1,1,0,0,0,0,1,0,1,1,1,0,3,9,2,9,3,9,8,2,9,8,8,4,8,0
104,604,3,1,2,0,-1,0,0,1,0,1,1,1,0,2,8,2,8,3,8,8,5,7,8,7,4,7,0
104,604,3,1,3,-1,0,0,0,1,0,1,1,1,0,3,8,3,7,2,7,7,4,7,7,7,4,7,0
104,604,3,1,4,0,0,0,0,1,0,1,1,0,0,3,8,4,8,2,9,8,4,8,8,7,3,7,0
104,604,3,1,5,0,-1,1,0,1,0,1,1,1,0,3,7,2,7,4,8,8,4,7,7,7,4,8,0
104,604,3,1,6,0,0,0,0,1,0,0,1,1,0,3,8,5,7,5,7,7,2,7,7,7,7,7,0
104,604,3,1,7,0,0,0,0,1,0,0,1,1,0,3,8,1,9,5,8,7,4,8,7,8,4,7,0
105,105,3,1,1,-1,-1,-1,1,0,0,0,1,1,1,3,8,5,7,5,7,7,4,7,7,7,5,6,1
105,105,3,1,2,-1,0,0,0,1,0,0,1,1,1,3,8,5,8,4,8,8,5,7,7,7,4,6,1
105,105,3,1,3,0,-1,-1,1,0,0,0,1,1,0,3,7,4,7,4,7,7,4,7,7,7,4,7,1
105,105,3,1,4,0,0,0,0,1,0,0,1,1,1,3,8,5,7,4,7,7,4,7,7,7,4,7,1
105,105,3,1,5,0,0,0,0,1,0,0,1,1,0,3,8,4,7,4,7,7,5,7,7,7,4,7,1
105,105,3,1,6,0,-1,0,1,0,0,0,1,1,0,3,7,5,7,5,8,8,5,7,7,8,5,8,1
105,105,3,1,7,-1,0,0,0,1,0,0,1,1,0,3,8,4,7,3,8,7,4,8,8,8,4,8,1
105,605,3,1,1,-1,-1,-1,1,0,0,0,1,1,1,3,10,3,10,4,10,10,6,10,9,8,6,9,0
105,605,3,1,2,-1,0,0,0,1,0,0,1,1,2,3,8,4,8,4,8,8,6,8,8,8,6,10,0
105,605,3,1,3,0,-1,-1,1,0,0,0,1,1,0,3,8,4,8,5,8,8,5,8,8,8,4,8,0
105,605,3,1,4,0,0,0,0,1,0,0,1,1,1,3,8,4,7,3,8,7,4,7,10,10,4,10,0
105,605,3,1,5,0,0,0,0,1,0,0,1,2,0,3,8,4,8,4,8,7,8,7,7,7,4,7,0
105,605,3,1,6,0,0,-1,1,0,0,0,1,1,0,3,8,5,7,5,7,7,3,8,8,7,4,7,0
105,605,3,1,7,-1,0,0,0,1,0,0,1,1,0,3,8,5,8,5,8,8,5,8,8,5,4,8,0
106,106,3,1,1,0,-1,0,1,0,0,0,1,1,0,3,8,5,8,5,8,8,5,8,8,8,5,7,1
106,106,3,1,2,-1,0,0,0,1,0,0,1,1,0,3,8,4,8,4,8,8,4,8,8,8,4,8,1
106,106,3,1,3,0,0,1,0,1,0,0,1,2,0,3,9,4,9,4,9,9,6,7,8,10,4,9,1
106,106,3,1,4,1,0,1,0,1,0,0,1,1,0,3,9,4,9,4,9,9,5,9,9,9,5,8,1
106,106,3,1,5,0,0,0,0,1,0,0,1,1,0,3,10,3,10,4,10,10,10,10,10,10,3,10,1
106,106,3,1,6,1,1,0,1,0,0,0,1,2,0,3,8,4,8,4,8,8,4,10,10,10,4,10,1
106,106,3,1,7,-1,0,0,0,1,0,0,1,1,0,3,8,4,8,3,8,8,4,8,8,8,4,8,1
106,606,3,1,1,0,0,-1,1,0,0,0,1,2,0,3,8,3,8,3,8,8,4,8,8,8,4,7,0
106,606,3,1,2,-1,-1,0,0,1,0,0,1,1,0,3,7,4,8,4,8,8,5,8,8,8,4,7,0
106,606,3,1,3,-1,0,0,0,1,0,0,1,1,0,3,8,4,8,4,8,7,4,8,8,7,4,7,0
106,606,3,1,4,0,0,-1,0,1,0,0,1,1,0,3,9,4,9,4,9,9,5,9,9,9,4,9,0
106,606,3,1,5,0,0,0,0,1,0,0,1,1,0,3,9,5,9,5,10,10,4,10,10,10,4,10,0
106,606,3,1,6,-1,-1,-1,1,0,0,0,1,1,0,3,8,4,8,4,8,8,4,7,10,10,6,5,0
106,606,3,1,7,-1,0,0,0,1,0,0,1,2,0,3,8,3,8,4,8,8,4,8,7,7,3,7,0
107,107,3,1,1,-1,0,0,0,1,0,0,1,1,0,3,8,3,9,3,9,9,3,8,8,8,3,4,1
107,107,3,1,2,0,0,0,0,1,0,0,1,1,0,3,10,1,10,2,10,8,3,8,8,8,2,8,1
107,107,3,1,3,0,0,0,0,1,0,0,1,2,0,3,9,3,10,3,10,10,5,10,10,10,2,10,1
107,107,3,1,4,-1,-1,1,0,1,0,0,1,1,0,3,8,2,9,2,8,4,4,6,4,7,7,5,1
107,107,3,1,5,-1,0,1,0,1,0,0,1,2,0,3,9,2,9,3,9,9,5,9,10,4,4,8,1
107,107,3,1,6,1,1,0,0,1,0,0,1,2,0,3,9,2,9,2,9,9,3,8,8,9,3,9,1
107,107,3,1,7,1,1,1,0,1,0,0,1,2,0,3,9,2,9,2,10,10,4,10,10,10,3,10,1
107,607,3,1,1,0,0,0,0,1,0,0,1,1,0,3,9,1,10,2,10,9,3,9,9,9,3,9,0
107,607,3,1,2,0,0,0,0,1,0,0,1,1,0,3,9,2,10,2,10,10,2,10,10,10,2,10,0
107,607,3,1,3,0,0,0,0,1,0,0,1,1,0,3,7,4,9,4,9,10,4,10,5,10,0,8,0
107,607,3,1,4,0,0,0,0,1,0,0,1,1,0,3,10,2,10,4,9,9,6,9,9,9,4,9,0
107,607,3,1,5,0,0,0,0,1,0,0,1,2,0,3,9,3,9,3,8,8,5,8,6,4,6,6,0
107,607,3,1,6,0,0,0,0,1,0,0,1,2,0,3,9,2,9,2,9,9,4,9,8,8,4,7,0
107,607,3,1,7,0,-1,-1,0,1,0,0,1,2,0,3,10,3,9,3,9,9,4,9,8,8,3,8,0
108,108,3,1,1,0,-1,0,0,1,0,0,1,1,0,3,8,2,8,2,8,7,4,7,7,7,2,7,1
108,108,3,1,2,-1,1,1,0,1,0,0,1,2,0,3,8,0,7,0,6,7,0,7,7,7,4,7,1
108,108,3,1,3,0,0,0,0,1,0,0,1,2,0,3,7,3,7,4,7,7,5,7,7,7,4,7,1
108,108,3,1,4,-1,0,0,0,1,0,1,1,2,0,3,7,3,7,4,6,7,5,7,7,7,4,7,1
108,108,3,1,5,-1,0,0,0,1,0,1,1,2,0,3,8,4,7,4,7,6,4,6,6,6,4,6,1
